id,is_high_priority
25-2871710,0
25-2874133,0
25-2874664,0
25-2873777,0
25-2868354,0
25-2871853,0
25-2871950,0
25-2872102,0
25-2872039,0
25-2871888,0
25-2866205,0
25-2871741,0
25-2870272,0
25-2874353,0
25-2874768,0
25-2871281,0
25-2874394,0
25-2872559,0
25-2871990,0
25-2872819,0
25-2864332,0
25-2872171,0
25-2869999,0
25-2871466,0
25-2874324,0
25-2864824,0
25-2865554,1
25-2869930,0
25-2874439,0
25-2869658,0
25-2870537,0
25-2865872,0
25-2866133,0
25-2868345,0
25-2867078,0
25-2867837,0
25-2872370,0
25-2866135,0
25-2874291,0
25-2874750,0
25-2868459,0
25-2873651,0
25-2868361,0
25-2873066,0
25-2873172,0
25-2874536,0
25-2873287,0
25-2868160,0
25-2874438,0
25-2865310,0
25-2866697,0
25-2871115,1
25-2871576,0
25-2865708,1
25-2874546,0
25-2873868,0
25-2870179,0
25-2872091,0
25-2873848,0
25-2868103,0
25-2870145,0
25-2870051,0
25-2868315,0
25-2865897,0
25-2874308,0
25-2874723,0
25-2869265,0
25-2873733,0
25-2868794,0
25-2872163,0
25-2874655,0
25-2874616,0
25-2874511,0
25-2874254,0
25-2874484,0
25-2874618,0
25-2872247,0
25-2872625,0
25-2874376,0
25-2874526,1
25-2874647,1
25-2871465,0
25-2874519,0
25-2874174,0
25-2874359,0
25-2874275,0
25-2872414,0
25-2869910,0
25-2873150,0
25-2873451,0
25-2872836,0
25-2868848,0
25-2872121,0
25-2869185,0
25-2865731,1
25-2872151,0
25-2869680,0
25-2870397,1
25-2870395,0
25-2872409,0
25-2872430,0
25-2870275,0
25-2872348,0
25-2872230,0
25-2872157,0
25-2872558,0
25-2871278,0
25-2869632,0
25-2872373,0
25-2871223,0
25-2871361,0
25-2870439,0
25-2872148,0
25-2871713,0
25-2871847,0
25-2866199,0
25-2865986,0
25-2872087,0
25-2871035,0
25-2871457,0
25-2870320,0
25-2871649,0
25-2870356,0
25-2871756,0
25-2871616,0
25-2871288,0
25-2871436,0
25-2871316,0
25-2870428,0
25-2871063,0
25-2870487,0
25-2870530,0
25-2870226,0
25-2868168,0
25-2870220,0
25-2869903,0
25-2865766,1
25-2868781,0
25-2869768,0
25-2869676,0
25-2868404,0
25-2868788,0
25-2868313,0
25-2867022,0
25-2868029,0
25-2868326,0
25-2867399,0
25-2867773,0
25-2865529,0
25-2868109,0
25-2865251,0
25-2867840,0
25-2867945,0
25-2867728,0
25-2866266,0
25-2867171,0
25-2866223,0
25-2865437,0
25-2864321,0
25-2864913,0
25-2865895,0
25-2866321,0
25-2866149,0
25-2865320,0
25-2865750,0
25-2865436,0
25-2865175,0
25-2864465,0
25-2864432,0
25-2880226,0
25-2879506,0
25-2876963,0
25-2881478,1
25-2884412,0
25-2877035,0
25-2885593,0
25-2877311,1
25-2877761,0
25-2882532,0
25-2876074,0
25-2878386,0
25-2883903,0
25-2875256,0
25-2877099,0
25-2876670,1
25-2884365,0
25-2881076,0
25-2885046,0
25-2875917,1
25-2878686,0
25-2884744,0
25-2883669,0
25-2877026,1
25-2878874,0
25-2877164,0
25-2880424,0
25-2882038,1
25-2880222,0
25-2881876,0
25-2876847,0
25-2876879,0
25-2879401,0
25-2878503,0
25-2882214,0
25-2885837,1
25-2875628,0
25-2875235,0
25-2880824,0
25-2882285,0
25-2885693,0
25-2879548,0
25-2878592,0
25-2885273,0
25-2884339,0
25-2882043,0
25-2885657,0
25-2879287,0
25-2881566,0
25-2877287,0
25-2879889,0
25-2877117,0
25-2884051,0
25-2885263,0
25-2884493,0
25-2885173,0
25-2879503,0
25-2882839,0
25-2883283,0
25-2877456,0
25-2885896,0
25-2884689,0
25-2881318,0
25-2882275,0
25-2883506,0
25-2876799,0
25-2886272,0
25-2885673,0
25-2880380,0
25-2875072,0
25-2881105,0
25-2885945,0
25-2886223,0
25-2879868,0
25-2884684,0
25-2883473,0
25-2879461,0
25-2877767,0
25-2880905,0
25-2880238,0
25-2881083,0
25-2879321,0
25-2886186,0
25-2875189,0
25-2879267,0
25-2877438,0
25-2885966,0
25-2884908,0
25-2878061,0
25-2881688,0
25-2879830,0
25-2876958,1
25-2875007,0
25-2878532,0
25-2885159,0
25-2884460,0
25-2875325,0
25-2885554,0
25-2886140,0
25-2884309,0
25-2884156,0
25-2885912,0
25-2884355,0
25-2886201,0
25-2885566,0
25-2881518,0
25-2875840,0
25-2885643,0
25-2886151,0
25-2885600,0
25-2884400,0
25-2886069,0
25-2886036,0
25-2885733,0
25-2884218,0
25-2885326,0
25-2885501,0
25-2885755,0
25-2886033,0
25-2885801,0
25-2876501,0
25-2885274,0
25-2882624,0
25-2884669,0
25-2883098,0
25-2880529,0
25-2883879,0
25-2883770,0
25-2883571,0
25-2882203,0
25-2881871,0
25-2882671,0
25-2878599,0
25-2878677,0
25-2880974,0
25-2882087,0
25-2880799,0
25-2881126,1
25-2876290,0
25-2880036,0
25-2880250,1
25-2881130,0
25-2880625,0
25-2879260,0
25-2880712,0
25-2880692,0
25-2878598,0
25-2880268,0
25-2880028,0
25-2876912,0
25-2880406,0
25-2880289,0
25-2880071,0
25-2879180,0
25-2878030,0
25-2879913,0
25-2878795,0
25-2878165,0
25-2879237,1
25-2878793,0
25-2879241,0
25-2878711,0
25-2874960,0
25-2878950,0
25-2877901,0
25-2878900,0
25-2874939,0
25-2877443,0
25-2878782,0
25-2878678,0
25-2877680,0
25-2876982,0
25-2878199,0
25-2877028,0
25-2876895,0
25-2877469,0
25-2876998,0
25-2876631,0
25-2876830,0
25-2876537,0
25-2876487,0
25-2875000,0
25-2874991,0
25-2875370,0
25-2875127,0
25-2874921,0
25-2888417,0
25-2890471,0
25-2888650,0
25-2894087,1
25-2891243,0
25-2895180,0
25-2894770,0
25-2887822,0
25-2892604,0
25-2890002,0
25-2890824,0
25-2897061,0
25-2893816,1
25-2888488,0
25-2888924,0
25-2890302,0
25-2897033,0
25-2891419,0
25-2895274,0
25-2893761,0
25-2893035,1
25-2891784,0
25-2895570,0
25-2895314,0
25-2891664,0
25-2892824,0
25-2893567,0
25-2890477,0
25-2893361,0
25-2893545,1
25-2896236,1
25-2890577,0
25-2896211,0
25-2893450,0
25-2895824,0
25-2896669,1
25-2891254,1
25-2894842,0
25-2897246,0
25-2888758,0
25-2889235,0
25-2896221,0
25-2887192,0
25-2888270,0
25-2894609,0
25-2888117,0
25-2892825,0
25-2893572,0
25-2894034,0
25-2889688,1
25-2896908,0
25-2894110,0
25-2895123,0
25-2896560,0
25-2890621,0
25-2894763,0
25-2896748,0
25-2891218,0
25-2886674,0
25-2893650,0
25-2886949,0
25-2892881,0
25-2888962,0
25-2887313,0
25-2894579,0
25-2886826,0
25-2896243,0
25-2886812,0
25-2892859,0
25-2890664,0
25-2894941,0
25-2890758,0
25-2896157,0
25-2892307,0
25-2896822,0
25-2895866,0
25-2889883,1
25-2893233,0
25-2891522,0
25-2889115,1
25-2893070,0
25-2894234,0
25-2894590,0
25-2896715,0
25-2888953,0
25-2896446,0
25-2888825,0
25-2892806,0
25-2893836,0
25-2893805,0
25-2895859,0
25-2896526,0
25-2895421,0
25-2889935,0
25-2888937,0
25-2896527,0
25-2896139,0
25-2897086,0
25-2896674,0
25-2896791,0
25-2897103,0
25-2896505,0
25-2896037,0
25-2897263,0
25-2896828,0
25-2896703,0
25-2896546,0
25-2894475,0
25-2896116,0
25-2894666,0
25-2896814,1
25-2896667,0
25-2896581,0
25-2896228,0
25-2895037,0
25-2896676,0
25-2891733,0
25-2890817,0
25-2896568,0
25-2888686,0
25-2895311,0
25-2895583,0
25-2895175,0
25-2894728,0
25-2894186,0
25-2895733,0
25-2895039,0
25-2895021,0
25-2894653,0
25-2894729,0
25-2894585,0
25-2888420,0
25-2894983,0
25-2894954,0
25-2894694,0
25-2894758,0
25-2894660,0
25-2890378,0
25-2893530,0
25-2892678,0
25-2894252,0
25-2894211,0
25-2894132,0
25-2891924,0
25-2890730,0
25-2893677,0
25-2890456,0
25-2892783,0
25-2893057,0
25-2892597,0
25-2892418,0
25-2893083,0
25-2891889,0
25-2890743,0
25-2891630,0
25-2890746,0
25-2891920,0
25-2892146,0
25-2890799,0
25-2891340,0
25-2886389,0
25-2891217,0
25-2891642,0
25-2889956,0
25-2891529,0
25-2891443,0
25-2891341,0
25-2890997,0
25-2890089,0
25-2890144,0
25-2890823,0
25-2890442,0
25-2890349,0
25-2890283,0
25-2889297,0
25-2887827,0
25-2889846,0
25-2889780,0
25-2888986,0
25-2888514,0
25-2887219,0
25-2887865,0
25-2887516,0
25-2887000,0
25-2887492,0
25-2887125,0
25-2886377,0
25-2886667,0
25-2903286,1
25-2902094,0
25-2897333,0
25-2905582,0
25-2901292,0
25-2901319,1
25-2901705,1
25-2901478,1
25-2906377,0
25-2899780,0
25-2903219,1
25-2905932,0
25-2902074,0
25-2901517,0
25-2901408,0
25-2907595,0
25-2905756,1
25-2899645,0
25-2907429,0
25-2903473,0
25-2899161,0
25-2901342,1
25-2903036,0
25-2903492,0
25-2898107,0
25-2904552,0
25-2902998,0
25-2906718,0
25-2900945,1
25-2907702,0
25-2899466,0
25-2905393,0
25-2897928,0
25-2905882,0
25-2908004,0
25-2899420,0
25-2900349,0
25-2905294,0
25-2903504,0
25-2906144,0
25-2904395,0
25-2903594,0
25-2903136,1
25-2898099,0
25-2897279,0
25-2905312,1
25-2904337,0
25-2904843,0
25-2900596,0
25-2903304,0
25-2904206,0
25-2904000,0
25-2897949,0
25-2904280,0
25-2899166,0
25-2906474,0
25-2907410,0
25-2902126,0
25-2899386,0
25-2899511,1
25-2905300,0
25-2906190,1
25-2906216,0
25-2901395,0
25-2901405,0
25-2907737,0
25-2903960,0
25-2903910,1
25-2903778,0
25-2904969,0
25-2900873,0
25-2905282,0
25-2906515,0
25-2906344,0
25-2903927,0
25-2903858,1
25-2908146,0
25-2905821,1
25-2902751,0
25-2903008,0
25-2903452,0
25-2902783,0
25-2901428,0
25-2906541,0
25-2906010,1
25-2902543,0
25-2905490,0
25-2902072,0
25-2900686,0
25-2903278,1
25-2905427,0
25-2902502,0
25-2905466,0
25-2899601,0
25-2908060,0
25-2902328,0
25-2901809,0
25-2900589,0
25-2903132,0
25-2907949,0
25-2899174,0
25-2905284,0
25-2907466,0
25-2903599,1
25-2899509,0
25-2902273,0
25-2904408,0
25-2903163,0
25-2901569,0
25-2904514,0
25-2902165,0
25-2905394,1
25-2901971,0
25-2901121,0
25-2903767,0
25-2903768,1
25-2905381,0
25-2897367,0
25-2903250,0
25-2906526,0
25-2906297,0
25-2905832,0
25-2899108,0
25-2902162,0
25-2908033,0
25-2906638,0
25-2900893,0
25-2907825,0
25-2906051,0
25-2900736,0
25-2902134,0
25-2903835,0
25-2904493,0
25-2905423,0
25-2901581,0
25-2906943,0
25-2902233,0
25-2903164,0
25-2899878,0
25-2903024,0
25-2904353,0
25-2902385,0
25-2902215,0
25-2903356,0
25-2903878,0
25-2902464,0
25-2897428,0
25-2905672,0
25-2906533,0
25-2903217,0
25-2903734,0
25-2906333,0
25-2899528,0
25-2908025,0
25-2905272,0
25-2900961,0
25-2901808,0
25-2905104,0
25-2905599,0
25-2907540,0
25-2898478,0
25-2907560,0
25-2905090,0
25-2904972,0
25-2907892,0
25-2900867,0
25-2907593,0
25-2901847,0
25-2905387,0
25-2901297,0
25-2901837,0
25-2905178,0
25-2903144,0
25-2907708,0
25-2902457,0
25-2900878,0
25-2906957,0
25-2899164,0
25-2905334,0
25-2906230,0
25-2908150,0
25-2907558,0
25-2907243,0
25-2904879,0
25-2903298,0
25-2905433,0
25-2907518,0
25-2903859,0
25-2907636,0
25-2906906,0
25-2903269,0
25-2900380,0
25-2907686,0
25-2901642,0
25-2906664,0
25-2900846,0
25-2897876,0
25-2908109,0
25-2907966,0
25-2904761,0
25-2907497,0
25-2907876,0
25-2907538,0
25-2906153,0
25-2907222,0
25-2906209,0
25-2907421,0
25-2900154,0
25-2907806,0
25-2905459,0
25-2903389,0
25-2907212,0
25-2907125,0
25-2902425,0
25-2906849,0
25-2906441,1
25-2906103,0
25-2905576,0
25-2904002,0
25-2902988,0
25-2905667,0
25-2905418,0
25-2903563,0
25-2905106,0
25-2905380,0
25-2902952,0
25-2905269,0
25-2902909,0
25-2902119,0
25-2905492,0
25-2902668,0
25-2905132,0
25-2905045,0
25-2905201,0
25-2904704,0
25-2905059,0
25-2904142,0
25-2905011,0
25-2904915,0
25-2901681,0
25-2904484,0
25-2902559,0
25-2903326,0
25-2902451,0
25-2903577,0
25-2904124,0
25-2903432,0
25-2899533,0
25-2897309,0
25-2904012,0
25-2900824,0
25-2903416,0
25-2903976,0
25-2902920,0
25-2903855,0
25-2902693,0
25-2903765,0
25-2903637,0
25-2903282,0
25-2901423,0
25-2903442,0
25-2901456,0
25-2901479,0
25-2902955,0
25-2900757,0
25-2899923,0
25-2900009,0
25-2901591,0
25-2901827,0
25-2901718,0
25-2901492,0
25-2901858,0
25-2902791,0
25-2901325,0
25-2900526,0
25-2901622,0
25-2902691,0
25-2901713,0
25-2901966,0
25-2902417,0
25-2902762,0
25-2901798,0
25-2902411,0
25-2902120,0
25-2900944,0
25-2900799,0
25-2901480,0
25-2901552,0
25-2900950,0
25-2900808,0
25-2900933,1
25-2897615,0
25-2900750,0
25-2899983,0
25-2899373,0
25-2899899,0
25-2900282,0
25-2900285,0
25-2900119,0
25-2899427,0
25-2899649,0
25-2899153,0
25-2899350,0
25-2897773,0
25-2898666,0
25-2897915,0
25-2898398,0
25-2897281,0
25-2897447,0
25-2897321,0
25-2897471,0
25-2897326,0
25-2897409,0
25-2913466,0
25-2908755,1
25-2910496,0
25-2917719,0
25-2910375,0
25-2917705,0
25-2908367,0
25-2911900,1
25-2913686,0
25-2911651,0
25-2908176,1
25-2913963,0
25-2910091,0
25-2911758,0
25-2916535,1
25-2910759,0
25-2911729,0
25-2911619,0
25-2911200,0
25-2914775,0
25-2910203,0
25-2914795,0
25-2913806,0
25-2912119,1
25-2908448,0
25-2909789,1
25-2914477,0
25-2913245,1
25-2915852,0
25-2913795,0
25-2909528,0
25-2909853,0
25-2915517,0
25-2912826,0
25-2910409,0
25-2916359,0
25-2912478,0
25-2913528,0
25-2910495,0
25-2916153,0
25-2911837,0
25-2908807,0
25-2910531,1
25-2909655,0
25-2911130,0
25-2914458,0
25-2917568,0
25-2917763,0
25-2914971,0
25-2918117,0
25-2915215,0
25-2918370,1
25-2914815,0
25-2913224,0
25-2909224,0
25-2917761,0
25-2911250,0
25-2912414,0
25-2913995,0
25-2910874,0
25-2916051,0
25-2918406,0
25-2917469,0
25-2908886,0
25-2914336,1
25-2915902,0
25-2917377,0
25-2915327,1
25-2910016,0
25-2912724,0
25-2912333,0
25-2917012,1
25-2917611,0
25-2909006,1
25-2908187,0
25-2914269,0
25-2915307,0
25-2915313,0
25-2916363,0
25-2908443,0
25-2912432,0
25-2909401,0
25-2914239,0
25-2918684,0
25-2914315,0
25-2909540,0
25-2910100,0
25-2916207,0
25-2917470,0
25-2917097,0
25-2914539,0
25-2912433,0
25-2912423,0
25-2909374,0
25-2916210,0
25-2916821,0
25-2916785,0
25-2918423,0
25-2914974,0
25-2916835,0
25-2913512,0
25-2911574,0
25-2915821,0
25-2918337,0
25-2917954,0
25-2908409,0
25-2908169,0
25-2916721,0
25-2910302,0
25-2910358,0
25-2912577,0
25-2912221,1
25-2910107,0
25-2911102,0
25-2918631,0
25-2915098,0
25-2916534,0
25-2914296,0
25-2912635,0
25-2913016,0
25-2917824,0
25-2918462,0
25-2911188,0
25-2918152,0
25-2908339,0
25-2913937,0
25-2912402,0
25-2918147,0
25-2917822,0
25-2916129,0
25-2918664,0
25-2908918,0
25-2916256,1
25-2914628,0
25-2918669,0
25-2916460,0
25-2918367,0
25-2909124,0
25-2917734,0
25-2918641,0
25-2918435,0
25-2918520,0
25-2917146,0
25-2917928,0
25-2918444,0
25-2918295,0
25-2916726,0
25-2910472,0
25-2918627,1
25-2917112,0
25-2916441,0
25-2914105,0
25-2917970,0
25-2918052,0
25-2918442,0
25-2918412,0
25-2916733,0
25-2918687,0
25-2917721,0
25-2918313,0
25-2918344,0
25-2908810,0
25-2909019,0
25-2917899,0
25-2915918,1
25-2917919,0
25-2917926,0
25-2916984,0
25-2917672,0
25-2917723,0
25-2916879,0
25-2916499,0
25-2916829,0
25-2917491,0
25-2917086,0
25-2917333,0
25-2917379,0
25-2917058,0
25-2916103,0
25-2916361,0
25-2916660,0
25-2917150,0
25-2908510,0
25-2914401,0
25-2916628,0
25-2916536,0
25-2916529,0
25-2916567,0
25-2914386,0
25-2910714,0
25-2914295,0
25-2915628,0
25-2915466,0
25-2915917,0
25-2915956,0
25-2914288,1
25-2914730,0
25-2910748,0
25-2914888,0
25-2913309,0
25-2914395,0
25-2914739,0
25-2914787,0
25-2908730,0
25-2914292,0
25-2914469,0
25-2913092,0
25-2912750,0
25-2913906,0
25-2914255,0
25-2914291,0
25-2911991,0
25-2914278,0
25-2914254,0
25-2914244,0
25-2910869,0
25-2913572,0
25-2913467,0
25-2913832,0
25-2913755,0
25-2913845,0
25-2911715,0
25-2912675,0
25-2913432,0
25-2913773,0
25-2912662,0
25-2908857,0
25-2908733,0
25-2913207,0
25-2912587,0
25-2913227,0
25-2912872,0
25-2912482,0
25-2908610,0
25-2911705,0
25-2912767,0
25-2912553,0
25-2911911,0
25-2909446,0
25-2912389,0
25-2909723,0
25-2910541,0
25-2911699,0
25-2911968,0
25-2911795,0
25-2908844,0
25-2911514,1
25-2911040,0
25-2909759,0
25-2910138,0
25-2910566,0
25-2910099,0
25-2910879,0
25-2909658,0
25-2909775,0
25-2909882,0
25-2910362,1
25-2908754,0
25-2908899,0
25-2909271,0
25-2908194,0
25-2908715,1
25-2908198,0
25-2925806,0
25-2924012,1
25-2923673,1
25-2923198,1
25-2924110,0
25-2919806,1
25-2920896,0
25-2926651,0
25-2927492,0
25-2923219,0
25-2925873,0
25-2925411,0
25-2921619,0
25-2927311,0
25-2921939,0
25-2922372,0
25-2927224,0
25-2923270,0
25-2923238,0
25-2922990,0
25-2922921,0
25-2925768,1
25-2924412,0
25-2921713,1
25-2925392,0
25-2926664,0
25-2926726,0
25-2927219,0
25-2925414,1
25-2923658,0
25-2925970,0
25-2921134,0
25-2922698,0
25-2922513,0
25-2921057,0
25-2920946,1
25-2923679,0
25-2927317,1
25-2922113,1
25-2925350,1
25-2925602,0
25-2920992,0
25-2921338,1
25-2921969,1
25-2922975,0
25-2924197,0
25-2921890,0
25-2926957,0
25-2925990,0
25-2921100,0
25-2919715,0
25-2922445,0
25-2926732,0
25-2922337,0
25-2923461,0
25-2919034,1
25-2919612,1
25-2926744,0
25-2924916,0
25-2924200,0
25-2925969,0
25-2921055,0
25-2926866,0
25-2923440,0
25-2923263,0
25-2925536,0
25-2921035,0
25-2920991,0
25-2919967,0
25-2923925,0
25-2927451,0
25-2927112,0
25-2925589,0
25-2923057,0
25-2924024,0
25-2919302,0
25-2924103,0
25-2926920,0
25-2925424,0
25-2925463,0
25-2927367,0
25-2923660,0
25-2926706,0
25-2927393,0
25-2923887,0
25-2923798,0
25-2922005,0
25-2922656,0
25-2925742,0
25-2925145,0
25-2922508,0
25-2920880,0
25-2919937,0
25-2926867,0
25-2926408,0
25-2922120,0
25-2923828,0
25-2922396,0
25-2918792,0
25-2920529,0
25-2919445,0
25-2919227,0
25-2922371,0
25-2923819,0
25-2922447,0
25-2923791,1
25-2923776,0
25-2925759,0
25-2924355,0
25-2924295,0
25-2921529,0
25-2923570,0
25-2927320,0
25-2923097,0
25-2925754,0
25-2924977,0
25-2927345,0
25-2926170,0
25-2926643,0
25-2927072,0
25-2924482,0
25-2927212,0
25-2927349,0
25-2927093,0
25-2924034,0
25-2926468,0
25-2927455,0
25-2925865,0
25-2923328,0
25-2926887,0
25-2927457,0
25-2927453,0
25-2927275,0
25-2926971,0
25-2925332,0
25-2926700,0
25-2926720,0
25-2927102,0
25-2923630,0
25-2926929,0
25-2926783,0
25-2925841,0
25-2925268,0
25-2925980,0
25-2926704,0
25-2926687,0
25-2926747,0
25-2926542,0
25-2926533,0
25-2926561,0
25-2919324,0
25-2926530,0
25-2926373,0
25-2925885,0
25-2925793,0
25-2924997,0
25-2925744,1
25-2925931,0
25-2922731,0
25-2925843,0
25-2921491,0
25-2925573,0
25-2925619,0
25-2925416,0
25-2925192,0
25-2920932,0
25-2921416,0
25-2925314,0
25-2924479,0
25-2924662,0
25-2924807,0
25-2924340,0
25-2924596,0
25-2923811,0
25-2925214,0
25-2924912,0
25-2922570,0
25-2922615,0
25-2924783,0
25-2924461,0
25-2924511,0
25-2923696,0
25-2924540,0
25-2922307,0
25-2924193,0
25-2923583,0
25-2923824,0
25-2920543,0
25-2924088,0
25-2923885,0
25-2923949,0
25-2923877,0
25-2923782,0
25-2922727,0
25-2922406,0
25-2923678,0
25-2920832,0
25-2923668,0
25-2923584,0
25-2920210,0
25-2922969,0
25-2919894,0
25-2923333,0
25-2923258,0
25-2922535,1
25-2923132,0
25-2923071,0
25-2921306,0
25-2923103,0
25-2920325,0
25-2919147,0
25-2922290,0
25-2922191,0
25-2922630,0
25-2922128,0
25-2922494,0
25-2919234,0
25-2922312,1
25-2920919,0
25-2922272,1
25-2922230,0
25-2922119,0
25-2921325,0
25-2920577,0
25-2920668,0
25-2918982,0
25-2920550,0
25-2920228,0
25-2919361,0
25-2919998,0
25-2918810,0
25-2919987,0
25-2919776,0
25-2918725,0
25-2919686,0
25-2919435,0
25-2919406,0
25-2919221,0
25-2918758,0
25-2918809,0
25-2918761,1
25-2918752,0
25-2918791,0
25-2927594,0
25-2934900,1
25-2935752,0
25-2933873,0
25-2934031,1
25-2927939,1
25-2930112,1
25-2930380,0
25-2930320,1
25-2933672,0
25-2930970,0
25-2932319,0
25-2935722,0
25-2928804,1
25-2933767,0
25-2935809,0
25-2930281,0
25-2928607,0
25-2928005,0
25-2928678,0
25-2932298,0
25-2932107,0
25-2931401,0
25-2935381,0
25-2933378,0
25-2933455,0
25-2932865,0
25-2929169,0
25-2935857,0
25-2935745,0
25-2930721,0
25-2929872,0
25-2935798,0
25-2929272,0
25-2930974,1
25-2928294,1
25-2934772,0
25-2932981,0
25-2935273,0
25-2933692,0
25-2932862,0
25-2929284,0
25-2931234,0
25-2932072,0
25-2931940,0
25-2934042,0
25-2930442,0
25-2932533,0
25-2935388,0
25-2933476,0
25-2930485,0
25-2927750,0
25-2935815,0
25-2932315,0
25-2930733,0
25-2933833,0
25-2933588,0
25-2932406,0
25-2931339,0
25-2928203,0
25-2930411,0
25-2933705,0
25-2931257,0
25-2930519,0
25-2932639,0
25-2930690,0
25-2928987,1
25-2930594,0
25-2933653,0
25-2933160,0
25-2930963,0
25-2932619,0
25-2935481,0
25-2933896,0
25-2932246,1
25-2931900,0
25-2934024,0
25-2934163,0
25-2932136,0
25-2935712,0
25-2929981,0
25-2929926,0
25-2935373,0
25-2930905,0
25-2935862,0
25-2931903,0
25-2932568,0
25-2933614,0
25-2933264,0
25-2933415,0
25-2935707,0
25-2930896,0
25-2933761,0
25-2928985,0
25-2933495,0
25-2929669,0
25-2930129,0
25-2929733,0
25-2934095,0
25-2931349,0
25-2933633,0
25-2933392,0
25-2934578,0
25-2931013,0
25-2935598,0
25-2931031,0
25-2935601,0
25-2930717,0
25-2927613,0
25-2929413,0
25-2935623,0
25-2932596,0
25-2935251,0
25-2933647,0
25-2935866,0
25-2933083,0
25-2935806,0
25-2933765,0
25-2932301,0
25-2930284,0
25-2936025,0
25-2934734,0
25-2935935,0
25-2935849,0
25-2934816,0
25-2934485,0
25-2934660,0
25-2933211,0
25-2935222,0
25-2934688,0
25-2927838,0
25-2934255,0
25-2935907,0
25-2935828,0
25-2935770,0
25-2935217,0
25-2935226,0
25-2935705,0
25-2935074,0
25-2929170,0
25-2929310,0
25-2934084,0
25-2932769,0
25-2934650,0
25-2929808,0
25-2934751,0
25-2927517,0
25-2934464,0
25-2931274,0
25-2933716,0
25-2933915,0
25-2933884,0
25-2933075,0
25-2930787,0
25-2933598,1
25-2933599,0
25-2932079,0
25-2932490,0
25-2933511,0
25-2932219,0
25-2933213,0
25-2932822,0
25-2933241,0
25-2932757,0
25-2932688,0
25-2930592,0
25-2932197,1
25-2932208,0
25-2932765,0
25-2932726,0
25-2932189,0
25-2931866,0
25-2932051,0
25-2932183,0
25-2929489,0
25-2928879,0
25-2932106,0
25-2932074,0
25-2931102,0
25-2931868,0
25-2931453,0
25-2931950,0
25-2931919,0
25-2931017,0
25-2930446,0
25-2930863,0
25-2931567,0
25-2931400,0
25-2931068,0
25-2930869,0
25-2930730,0
25-2930350,0
25-2929577,0
25-2930602,0
25-2928727,0
25-2930551,0
25-2928955,0
25-2929931,0
25-2930280,0
25-2929678,1
25-2930025,0
25-2929947,0
25-2929822,0
25-2929110,0
25-2929522,0
25-2929399,0
25-2927817,0
25-2929227,0
25-2928935,0
25-2929012,0
25-2927518,0
25-2928940,0
25-2928321,0
25-2928284,0
25-2928197,0
25-2927624,0
25-2927614,0
25-2928156,0
25-2927522,0
25-2927520,0
25-2927546,0
25-2927563,0
25-2927588,0
25-2939973,0
25-2936906,1
25-2938338,0
25-2939166,0
25-2939451,0
25-2943099,0
25-2941465,0
25-2939648,0
25-2943476,0
25-2943008,0
25-2939913,0
25-2939134,0
25-2937490,0
25-2940834,0
25-2941116,0
25-2937116,0
25-2936484,0
25-2939383,0
25-2936097,0
25-2936410,0
25-2940051,0
25-2942942,1
25-2938540,1
25-2944083,0
25-2940806,1
25-2943849,1
25-2941133,1
25-2944065,0
25-2936288,1
25-2943665,0
25-2940861,0
25-2939634,0
25-2944319,0
25-2943902,0
25-2941624,0
25-2939850,0
25-2937338,0
25-2940720,0
25-2940854,0
25-2936294,0
25-2943751,0
25-2937899,0
25-2937903,0
25-2938788,0
25-2941729,1
25-2938916,0
25-2938527,0
25-2944130,0
25-2943873,0
25-2944312,1
25-2937363,0
25-2939031,0
25-2944744,0
25-2942989,0
25-2937163,0
25-2941484,1
25-2940913,0
25-2941811,0
25-2941394,0
25-2943168,0
25-2937488,0
25-2939279,0
25-2937467,1
25-2940978,0
25-2936816,0
25-2941569,0
25-2941351,0
25-2938518,0
25-2939866,0
25-2940085,0
25-2942098,0
25-2944279,0
25-2938848,0
25-2942928,0
25-2943895,0
25-2940922,0
25-2940832,0
25-2940783,0
25-2940491,0
25-2941946,0
25-2942832,0
25-2944105,0
25-2944399,0
25-2937162,0
25-2943265,0
25-2942759,0
25-2937476,0
25-2942489,0
25-2936536,0
25-2943204,0
25-2943385,0
25-2936357,0
25-2939033,1
25-2940161,0
25-2939124,0
25-2937461,0
25-2943970,0
25-2943532,0
25-2937058,0
25-2940825,0
25-2943999,0
25-2942163,1
25-2939769,0
25-2939532,0
25-2942978,0
25-2937407,0
25-2938523,0
25-2940870,0
25-2941561,0
25-2939855,0
25-2942175,0
25-2942775,0
25-2940797,0
25-2938646,0
25-2937610,0
25-2942393,0
25-2937709,0
25-2936435,0
25-2938546,0
25-2944225,0
25-2941997,0
25-2943182,0
25-2944042,0
25-2944601,0
25-2941519,0
25-2938543,0
25-2942230,0
25-2940459,0
25-2944204,0
25-2940950,0
25-2941726,0
25-2938367,0
25-2941108,0
25-2942381,0
25-2940975,0
25-2944113,0
25-2943837,0
25-2944299,0
25-2944398,0
25-2941223,0
25-2940679,0
25-2939427,0
25-2944203,0
25-2944088,0
25-2942770,0
25-2937651,0
25-2938457,0
25-2943978,0
25-2943164,0
25-2943397,0
25-2944112,0
25-2940733,0
25-2942806,0
25-2944194,0
25-2941475,0
25-2936139,0
25-2943031,0
25-2943888,0
25-2943747,1
25-2943723,0
25-2943936,1
25-2942646,0
25-2936248,0
